Callsign,CQZ,ValidFrom,ValidTo
RP78MP,18,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78SDD,18,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RP78TOF,18,2023-05-01T00:00:00+00:00,2023-05-09T23:59:59+00:00
RI41POL,18,2023-03-15T12:00:00+00:00,2023-04-18T23:59:59+00:00
UA9MA/M,18,2023-04-19T08:20:00+00:00,2022-04-22T23:59:59+00:00
R105SPW,18,2023-05-20T00:00:00+00:00,2023-05-28T23:59:59+00:00
UA9JKM/M,18,2023-05-13T00:00:00+00:00,2023-05-13T23:59:59+00:00
UA9JKM/M,18,2023-03-30T00:00:00+00:00,2023-04-02T23:59:59+00:00
UA9CTT/0,18,2023-06-11T00:00:00+00:00,2023-06-11T23:59:59+00:00
UA9CTT/0,18,2023-06-15T00:00:00+00:00,2023-06-15T23:59:59+00:00
RW30RR,18,2023-07-01T00:00:00+00:00,2023-07-31T23:59:59+00:00
RO30RR,18,2023-06-30T00:00:00+00:00,2023-07-31T23:59:59+00:00
UA9CTT/P,18,2023-08-03T00:00:00+00:00,2023-08-03T23:59:59+00:00
UF8F/0,18,2023-08-12T00:00:00+00:00,2023-08-13T23:59:59+00:00
UA9CTT/P,18,2023-08-12T00:00:00+00:00,2023-08-12T23:59:59+00:00
UB5O/M,18,2023-08-21T00:00:00+00:00,2023-08-22T23:59:59+00:00
UB5O/P,18,2023-08-21T00:00:00+00:00,2023-08-22T23:59:59+00:00
R0FBA/9,18,2023-09-09T00:00:00+00:00,2023-09-09T23:59:59+00:00
R2EC/9,18,2023-08-07T00:00:00+00:00,2023-08-13T23:59:59+00:00
R2EC/M,18,2023-08-07T00:00:00+00:00,2023-08-13T23:59:59+00:00
R5QA/P,18,2021-06-12T00:00:00+00:00,2021-06-12T23:59:59+00:00
R5QA/P,18,2021-06-14T00:00:00+00:00,2021-06-14T23:59:59+00:00
R5QA/P,18,2022-05-14T00:00:00+00:00,2022-05-14T23:59:59+00:00
UA9JKM/M,18,2023-09-16T00:00:00+00:00,2023-09-16T23:59:59+00:00
UA0DAR/P,18,2023-08-12T00:00:00+00:00,2023-08-27T23:59:59+00:00
RQ1A,18,2020-04-12T00:00:00+00:00,2023-04-16T23:59:59+00:00
R5QA/M,18,2023-09-30T07:45:00+00:00,2023-09-30T07:59:59+00:00
RN9N/M,18,2023-07-12T00:00:00+00:00,2023-07-20T23:59:59+00:00
R120I,18,2023-12-15T00:00:00+00:00,2023-12-26T23:59:59+00:00
R120RAEM,18,2023-12-15T00:00:00+00:00,2023-12-26T23:59:59+00:00
R120W,18,2023-12-15T00:00:00+00:00,2023-12-26T23:59:59+00:00
R35AFA,18,2024-02-16T00:00:00+00:00,2024-02-29T23:59:59+00:00
R75SHK,18,2024-03-22T00:00:00+00:00,2024-03-31T23:59:59+00:00
R0QAW/P,18,2023-09-13T00:00:00+00:00,2023-09-22T23:59:59+00:00
R0QAW/P,18,2024-02-04T00:00:00+00:00,2024-02-04T23:59:59+00:00
R0QAW/P,18,2024-03-17T00:00:00+00:00,2024-03-17T23:59:59+00:00
R0QAW/P,18,2024-03-03T00:00:00+00:00,2024-03-03T23:59:59+00:00
R0QAW/P,18,2024-04-14T00:00:00+00:00,2024-04-14T23:59:59+00:00
RP79GPF,18,2024-05-01T00:00:00+00:00,2024-05-09T23:59:59+00:00
RP79KM,18,2024-05-01T00:00:00+00:00,2024-05-09T23:59:59+00:00
RP79PPA,18,2024-05-01T00:00:00+00:00,2024-05-09T23:59:59+00:00
RP79RF,18,2024-05-01T00:00:00+00:00,2024-05-09T23:59:59+00:00
RP79SDD,18,2024-05-01T00:00:00+00:00,2024-05-09T23:59:59+00:00
RP79TOF,18,2024-05-01T00:00:00+00:00,2024-05-09T23:59:59+00:00
RP79MP,18,2024-05-01T00:00:00+00:00,2024-05-09T23:59:59+00:00
RP79AB,18,2024-05-01T00:00:00+00:00,2024-05-09T23:59:59+00:00
UA9JLL/M,18,2023-04-24T00:00:00+00:00,2023-04-27T23:59:59+00:00
UA9JLL/M,18,2023-04-30T00:00:00+00:00,2023-04-30T23:59:59+00:00
UA9JKM/M,18,2024-04-30T00:00:00+00:00,2024-04-30T23:59:59+00:00
R0QAW/P,18,2024-05-05T00:00:00+00:00,2024-05-05T23:59:59+00:00
R0QAW/P,18,2024-05-28T00:00:00+00:00,2024-05-28T23:59:59+00:00
R0QAW/P,18,2024-06-09T00:00:00+00:00,2024-06-09T23:59:59+00:00
R2024S,18,2024-06-10T00:00:00+00:00,2024-06-25T23:59:59+00:00
RF9C/P,18,2024-07-09T00:00:00+00:00,2024-07-19T23:59:59+00:00
RX9WT/P,18,2024-07-07T00:00:00+00:00,2024-07-07T23:59:59+00:00
R9WCF/P,18,2024-07-15T00:00:00+00:00,2024-07-17T23:59:59+00:00
UA9JLL/M,18,2024-07-20T00:00:00+00:00,2024-07-25T23:59:59+00:00
UA9CTT/P,18,2023-08-18T00:00:00+00:00,2023-09-23T23:59:59+00:00
UA9CTT/P,18,2024-08-10T00:00:00+00:00,2024-08-10T23:59:59+00:00
R2EC/M,18,2024-08-10T00:00:00+00:00,2024-08-13T23:59:59+00:00
RN9N/M,18,2024-07-20T00:00:00+00:00,2024-08-05T23:59:59+00:00
RO2E/M,18,2024-07-05T02:20:00+00:00,2024-07-18T23:59:59+00:00
UA9JKM/M,18,2024-09-21T00:00:00+00:00,2024-09-21T23:59:59+00:00
UA9JKM/M,18,2024-10-27T00:00:00+00:00,2024-10-27T23:59:59+00:00
RU25NY,18,2024-12-29T00:00:00+00:00,2025-01-08T23:59:59+00:00
UB9MCW/P,18,2025-02-11T00:00:00+00:00,2025-02-19T23:59:59+00:00
UB9MCW,18,2025-02-11T00:00:00+00:00,2025-02-11T23:59:59+00:00
RP80AEG,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80AB,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80GPF,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80GSD,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80KM,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80KR,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80MP,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80NT,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80PSH,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80RF,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80SDD,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80TOF,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
RP80UK,18,2025-05-01T00:00:00+00:00,2025-05-10T23:59:59+00:00
UA9JLL/M,18,2025-05-03T00:00:00+00:00,2025-05-08T08:59:59+00:00
RW0LD/P,18,2025-05-27T00:00:00+00:00,
R0MR/P,18,2025-06-01T00:00:00+00:00,2025-06-05T23:59:59+00:00
RA/YT1AD,18,2025-06-16T00:00:00+00:00,2025-06-16T23:59:59+00:00
R8AIM/0,18,2025-07-06T00:00:00+00:00,2025-07-07T23:59:59+00:00
RF9C/M,18,2024-07-09T00:00:00+00:00,2024-07-16T23:59:59+00:00
R80ATOM,18,2025-08-18T00:00:00+00:00,2025-08-31T23:59:59+00:00
RA80RA,18,2025-08-18T00:00:00+00:00,2025-08-31T23:59:59+00:00
RA80MA,18,2025-08-17T00:00:00+00:00,2025-08-31T23:59:59+00:00
UA3DX/0,19,2004-07-03T00:00:00+00:00,
UA0SIK/0,19,2009-09-20T00:00:00+00:00,
RD3BN/0,19,2009-08-24T00:00:00+00:00,
RU3BY/0,19,2009-08-24T00:00:00+00:00,
UA6MF/0,19,2009-08-24T00:00:00+00:00,
UA0SDX/0,19,2009-07-08T00:00:00+00:00,
RN1CR/0,19,2009-01-01T00:00:00+00:00,
RA6GW/0,19,2008-09-27T00:00:00+00:00,
RV1CC/0,19,2008-08-03T00:00:00+00:00,
UA6LP/0,19,2008-08-21T00:00:00+00:00,
R3HD/0,19,2010-11-19T00:00:00+00:00,
R10RLHA/0,19,2012-08-30T00:00:00+00:00,2012-08-31T23:59:59+00:00
RA0SS/0,19,,
RP67SD,19,2012-05-05T00:00:00+00:00,2012-05-09T23:59:59+00:00
RP67V,19,2012-05-05T00:00:00+00:00,2012-05-09T23:59:59+00:00
R0BAM,19,1976-08-30T00:00:00+00:00,1976-09-24T23:59:59+00:00
RP68H,19,2013-05-03T00:00:00+00:00,2013-05-09T23:59:59+00:00
RP68PK,19,2013-05-03T00:00:00+00:00,2013-05-09T23:59:59+00:00
RP68V,19,2013-05-03T00:00:00+00:00,2013-05-09T23:59:59+00:00
RP68SD,19,2013-05-03T00:00:00+00:00,2013-05-09T23:59:59+00:00
RZ9OWE/0,19,2013-06-01T00:00:00+00:00,2013-06-30T23:59:59+00:00
RA9ODD/0,19,2013-06-01T00:00:00+00:00,2013-06-30T23:59:59+00:00
UE44V,19,2013-06-16T00:00:00+00:00,2013-06-23T23:59:59+00:00
R73EPC/P,19,2013-06-30T00:00:00+00:00,2013-06-30T23:59:59+00:00
R73EPC/P,19,2013-06-08T00:00:00+00:00,2013-06-10T23:59:59+00:00
R73EPC/P,19,2013-06-14T00:00:00+00:00,2013-06-14T23:59:59+00:00
R27CGY,19,2013-04-17T00:00:00+00:00,2013-07-17T23:59:59+00:00
R20RRC/0,19,2013-07-08T00:00:00+00:00,2013-07-13T23:59:59+00:00
R20RRC/0,19,2013-07-23T00:00:00+00:00,2013-07-27T23:59:59+00:00
R01DTV/0,19,2013-08-01T00:00:00+00:00,2013-08-02T23:59:59+00:00
R11QRP/0,19,2013-08-09T00:00:00+00:00,2013-08-11T23:59:59+00:00
EZ50PQ,19,1991-08-15T00:00:00+00:00,1991-10-24T23:59:59+00:00
RC110RAEM,19,2013-11-30T00:00:00+00:00,2013-12-31T23:59:59+00:00
RW110RAEM,19,2013-11-30T00:00:00+00:00,2013-12-31T23:59:59+00:00
RT22CT,19,2013-12-31T00:00:00+00:00,2014-03-31T23:59:59+00:00
RT22ZS,19,2013-12-31T00:00:00+00:00,2014-03-31T23:59:59+00:00
RW22WR,19,2013-12-31T00:00:00+00:00,2014-03-31T23:59:59+00:00
RW22GO,19,2013-12-31T00:00:00+00:00,2014-03-31T23:59:59+00:00
RW80KEDR,19,2014-03-08T20:00:00+00:00,2014-04-14T23:59:59+00:00
R10F,19,1993-09-01T00:00:00+00:00,1993-09-11T23:59:59+00:00
R150C,19,2008-05-25T00:00:00+00:00,2008-06-27T23:59:59+00:00
R150L,19,2010-06-30T00:00:00+00:00,2010-07-05T23:59:59+00:00
R160NA,19,2010-07-17T00:00:00+00:00,2010-08-31T23:59:59+00:00
RA/KE5JA,19,2011-10-20T00:00:00+00:00,
R0/KE5JA,19,2010-10-26T00:00:00+00:00,2011-09-19T23:59:59+00:00
RA/IK0PRH/P,19,2012-07-30T00:00:00+00:00,2012-08-25T23:59:59+00:00
RA/IK0PRH,19,2012-08-07T00:00:00+00:00,2012-08-08T23:59:59+00:00
RA/JA8BMK,19,2011-08-08T00:00:00+00:00,2011-08-17T23:59:59+00:00
RA/N6TR,19,2011-08-18T00:00:00+00:00,2011-08-19T23:59:59+00:00
RA/SM6LRR,19,2011-10-24T00:00:00+00:00,2011-10-24T23:59:59+00:00
RA/SM6LRR,19,2011-12-29T00:00:00+00:00,2011-12-29T23:59:59+00:00
RA/VE7MID,19,2011-08-10T00:00:00+00:00,2011-08-20T23:59:59+00:00
RP60P,19,2005-05-05T00:00:00+00:00,2005-05-14T23:59:59+00:00
RA4HKM/0,19,2012-10-07T00:00:00+00:00,2014-04-04T23:59:59+00:00
EK500A,19,1992-10-01T00:00:00+00:00,1992-11-01T23:59:59+00:00
4K4/EK250RA,19,1991-07-25T00:00:00+00:00,1991-07-29T23:59:59+00:00
4K4/EK250RA,19,1991-09-06T00:00:00+00:00,1991-09-14T23:59:59+00:00
EK250RA/UA0Z,19,1991-11-09T00:00:00+00:00,
RP66V,19,2011-05-01T00:00:00+00:00,2011-05-09T23:59:59+00:00
RM0M,19,1993-11-27T00:00:00+00:00,1993-12-02T23:59:59+00:00
EK100RW,19,1991-05-30T00:00:00+00:00,1991-06-29T23:59:59+00:00
US0SU/1,19,1989-03-29T00:00:00+00:00,1989-04-10T23:59:59+00:00
4K4POL/A,19,1992-05-26T00:00:00+00:00,1994-12-22T23:59:59+00:00
UE50L,19,1995-09-01T00:00:00+00:00,1995-09-07T23:59:59+00:00
UE50MIR,19,1995-09-01T00:00:00+00:00,1995-09-03T23:59:59+00:00
4K4NN,19,1992-08-22T00:00:00+00:00,1992-09-08T23:59:59+00:00
4K4WS,19,1992-09-05T00:00:00+00:00,1992-09-08T23:59:59+00:00
4K5RRC,19,1993-03-04T00:00:00+00:00,1993-04-29T23:59:59+00:00
UZ0QXY/4K4,19,1991-01-24T00:00:00+00:00,1994-07-14T23:59:59+00:00
4K4POL,19,1990-03-08T00:00:00+00:00,1994-04-15T23:59:59+00:00
UE60QA,19,2010-04-01T00:00:00+00:00,2010-04-30T23:59:59+00:00
R14CWC/0,19,2014-07-28T00:00:00+00:00,2014-10-22T23:59:59+00:00
RZ3BY/0,19,2003-02-08T00:00:00+00:00,2003-10-08T12:59:59+00:00
R120RI,19,2015-03-31T21:00:00+00:00,2015-04-30T21:00:59+00:00
R120RN,19,2015-03-31T21:00:00+00:00,2015-04-30T21:00:59+00:00
RP70H,19,2015-05-03T09:00:00+00:00,2015-05-10T21:00:59+00:00
RP70SD,19,2015-05-03T09:00:00+00:00,2015-05-10T21:00:59+00:00
RP70V,19,2015-05-03T09:00:00+00:00,2015-05-10T21:00:59+00:00
RP70AS,19,2015-05-03T09:00:00+00:00,2015-05-10T21:00:59+00:00
RP70AY,19,2015-05-03T09:00:00+00:00,2015-05-10T21:00:59+00:00
RP70DG,19,2015-05-03T09:00:00+00:00,2015-05-10T21:00:59+00:00
R90IARU,19,2015-04-04T00:00:00+00:00,2015-04-04T23:59:59+00:00
EK0AC,19,1990-08-25T00:00:00+00:00,1990-09-08T23:59:59+00:00
EK0TAX,19,1991-03-08T00:00:00+00:00,1991-03-31T23:59:59+00:00
EK0UT,19,1990-04-22T00:00:00+00:00,1990-05-05T23:59:59+00:00
EM0C,19,1982-03-24T00:00:00+00:00,1982-05-30T23:59:59+00:00
EK250RA,19,1991-07-10T00:00:00+00:00,1991-11-09T23:59:59+00:00
EN0ACH,19,1985-08-08T00:00:00+00:00,1985-09-03T23:59:59+00:00
EN0AFS,19,1985-08-08T00:00:00+00:00,1985-09-03T23:59:59+00:00
EN0AJB,19,1985-08-08T00:00:00+00:00,1985-09-03T23:59:59+00:00
EN0ALW,19,1985-08-08T00:00:00+00:00,1985-09-03T23:59:59+00:00
EN0AZP,19,1985-08-08T00:00:00+00:00,1985-09-03T23:59:59+00:00
EO0ALW,19,1985-03-15T00:00:00+00:00,1985-05-09T23:59:59+00:00
EK0AKR,19,1988-07-10T00:00:00+00:00,1988-08-16T23:59:59+00:00
EK0AKW,19,1988-07-10T00:00:00+00:00,1988-08-23T23:59:59+00:00
EK0AKA,19,1988-07-10T00:00:00+00:00,1988-09-05T23:59:59+00:00
EK0AC,19,1991-03-21T00:00:00+00:00,1991-03-31T23:59:59+00:00
4K4/EK0AK,19,1990-10-02T00:00:00+00:00,1990-10-09T23:59:59+00:00
4K4/EK0AQ,19,1990-09-02T00:00:00+00:00,1990-09-03T23:59:59+00:00
4K4/UA0KBZ,19,1991-02-08T00:00:00+00:00,1991-02-18T23:59:59+00:00
4K4/UA0KW,19,1991-02-06T00:00:00+00:00,1991-05-08T23:59:59+00:00
4K4DV,19,1993-04-02T00:00:00+00:00,1993-12-05T23:59:59+00:00
4K4KZ,19,1991-12-26T00:00:00+00:00,1992-01-05T23:59:59+00:00
4K4LC,19,1992-08-08T00:00:00+00:00,1992-09-14T23:59:59+00:00
4K4QQ,19,1990-02-10T00:00:00+00:00,1991-03-10T23:59:59+00:00
ER0D,19,1992-04-12T00:00:00+00:00,1992-04-12T23:59:59+00:00
EV0AQ,19,1985-01-04T00:00:00+00:00,1985-05-12T23:59:59+00:00
EK0AOC,19,1982-03-02T00:00:00+00:00,1982-03-27T23:59:59+00:00
EY0Z,19,1985-10-01T00:00:00+00:00,1985-10-05T23:59:59+00:00
EK0AL,19,1988-07-28T00:00:00+00:00,1988-08-06T23:59:59+00:00
RK0QXY/4K4,19,1994-07-04T00:00:00+00:00,1994-07-14T23:59:59+00:00
4K4/UA0KBZ,19,1991-04-30T00:00:00+00:00,1991-07-31T23:59:59+00:00
R750X,19,2012-08-27T00:00:00+00:00,2012-10-28T23:59:59+00:00
UB40FSU,19,2004-07-27T00:00:00+00:00,2004-08-31T23:59:59+00:00
UE80C,19,2012-06-01T00:00:00+00:00,2012-08-31T23:59:59+00:00
UB0LAP,19,2008-07-25T00:00:00+00:00,2010-01-20T23:59:59+00:00
UB0LAP/P,19,2009-10-16T00:00:00+00:00,2009-10-19T23:59:59+00:00
US0UT,19,1992-03-10T00:00:00+00:00,1992-03-15T23:59:59+00:00
US0UT,19,1991-02-11T00:00:00+00:00,1991-03-05T23:59:59+00:00
R100RW,19,2012-09-15T00:00:00+00:00,2012-09-15T23:59:59+00:00
R100RW,19,2012-09-28T00:00:00+00:00,2012-09-28T23:59:59+00:00
R100RW,19,2012-09-25T00:00:00+00:00,2012-09-25T23:59:59+00:00
R155C,19,2013-05-20T00:00:00+00:00,2013-06-30T23:59:59+00:00
R10RTRS/0,19,2011-08-11T00:00:00+00:00,2011-08-12T23:59:59+00:00
RA/UT5IA,19,2012-04-29T00:00:00+00:00,
RA4CF/0,19,2003-06-25T00:00:00+00:00,2007-05-21T23:59:59+00:00
UE145C,19,1998-08-15T00:00:00+00:00,1998-09-12T23:59:59+00:00
UE75L,19,2013-10-12T00:00:00+00:00,2013-10-19T23:59:59+00:00
UE150C,19,2000-07-31T00:00:00+00:00,2000-08-31T23:59:59+00:00
RI0TA,19,1997-07-25T00:00:00+00:00,1997-07-30T23:59:59+00:00
EK0AH,19,1989-02-27T00:00:00+00:00,1989-04-28T23:59:59+00:00
R0WL,19,1976-09-01T00:00:00+00:00,1976-09-30T23:59:59+00:00
US0SU,19,1989-03-26T00:00:00+00:00,1989-04-09T23:59:59+00:00
RP69SD,19,2014-05-03T08:00:00+00:00,2014-05-09T23:59:59+00:00
RP69V,19,2014-05-03T08:00:00+00:00,2014-05-09T23:59:59+00:00
RV3MA/0,19,2005-08-13T00:00:00+00:00,2005-08-21T23:59:59+00:00
R0HQ,19,2009-07-11T00:00:00+00:00,2009-07-12T23:59:59+00:00
UE70MA,19,2015-08-27T21:00:00+00:00,2015-09-03T23:59:59+00:00
R2015RY,19,2015-09-11T21:00:00+00:00,2015-11-30T23:59:59+00:00
R00QVB,19,2015-09-13T00:00:00+00:00,
R00KVB,19,2015-09-19T00:00:00+00:00,
R170GS,19,2015-11-08T21:00:00+00:00,2015-11-16T20:59:59+00:00
R170GS/0,19,2015-11-09T00:00:00+00:00,2015-11-16T23:59:59+00:00
RC85AO,19,2015-11-09T21:00:00+00:00,2015-12-10T23:59:59+00:00
R25ARCK/0,19,2016-01-15T00:00:00+00:00,2016-01-25T23:59:59+00:00
U0AFX,19,1976-04-10T00:00:00+00:00,1976-05-09T23:59:59+00:00
U0AFX,19,1979-03-14T00:00:00+00:00,1979-04-14T23:59:59+00:00
RZ55YG,19,2016-03-31T00:00:00+00:00,2016-04-30T23:59:59+00:00
UE23RRC,19,2016-08-14T00:00:00+00:00,2016-08-18T23:59:59+00:00
RP71AS,19,2016-05-03T00:00:00+00:00,2016-05-09T23:59:59+00:00
RP71DG,19,2016-05-03T00:00:00+00:00,2016-05-09T23:59:59+00:00
RP71SD,19,2016-05-03T00:00:00+00:00,2016-05-09T23:59:59+00:00
RP71V,19,2016-05-03T00:00:00+00:00,2016-05-09T23:59:59+00:00
RT92KA,19,2016-04-20T00:00:00+00:00,2016-04-27T23:59:59+00:00
R2016KW,19,2016-04-29T00:00:00+00:00,2016-05-12T23:59:59+00:00
RP71H,19,2016-05-02T22:00:00+00:00,2016-05-09T23:59:59+00:00
UC0LAF/P,19,2005-08-20T00:00:00+00:00,2010-01-20T23:59:59+00:00
UC0LAF,19,2004-03-03T00:00:00+00:00,2010-01-20T23:59:59+00:00
R70ASIA,19,2016-07-28T21:00:00+00:00,2016-08-02T23:59:59+00:00
RA/N6TCZ,19,2016-06-26T00:00:00+00:00,2016-06-26T23:59:59+00:00
RT0Q,19,2000-03-01T00:00:00+00:00,2010-01-20T23:59:59+00:00
RQ0J,19,1997-07-26T00:00:00+00:00,2005-05-28T23:59:59+00:00
RQ0J/QRP,19,2000-05-27T00:00:00+00:00,2000-05-28T23:59:59+00:00
RS0F,19,1995-05-27T00:00:00+00:00,2004-03-28T23:59:59+00:00
RD16CW,19,2016-07-22T21:00:00+00:00,2016-08-23T23:59:59+00:00
RP0CZA,19,2007-05-05T00:00:00+00:00,2007-05-13T23:59:59+00:00
RP0CSG,19,1997-05-07T00:00:00+00:00,1997-05-10T23:59:59+00:00
RP0L,19,2006-05-05T00:00:00+00:00,2006-05-09T23:59:59+00:00
RP0L,19,2007-05-06T00:00:00+00:00,2007-05-09T23:59:59+00:00
RP0Q,19,1998-05-07T00:00:00+00:00,1998-05-09T23:59:59+00:00
RP0Q,19,2001-05-06T00:00:00+00:00,2001-05-07T23:59:59+00:00
RP0Q,19,2002-05-05T00:00:00+00:00,2002-05-08T23:59:59+00:00
RP0Q,19,2003-05-07T00:00:00+00:00,2003-05-09T23:59:59+00:00
RP0Q,19,2004-05-07T00:00:00+00:00,2004-05-08T23:59:59+00:00
RP0Q,19,2005-05-05T00:00:00+00:00,2005-05-14T23:59:59+00:00
RP0Q,19,2006-05-06T00:00:00+00:00,2006-05-09T23:59:59+00:00
RP0Q,19,2007-05-06T00:00:00+00:00,2007-05-13T23:59:59+00:00
RP0Q,19,2008-05-06T00:00:00+00:00,2008-05-10T23:59:59+00:00
RP0Q,19,2009-05-08T00:00:00+00:00,2009-05-08T23:59:59+00:00
RP0Q,19,2000-05-07T00:00:00+00:00,2000-05-09T23:59:59+00:00
RP0Z,19,2006-05-05T00:00:00+00:00,2006-05-14T23:59:59+00:00
RP0L,19,2010-05-03T00:00:00+00:00,2010-05-09T23:59:59+00:00
RP0LPK,19,2010-05-02T00:00:00+00:00,2010-05-09T23:59:59+00:00
RP0Q,19,2010-05-01T00:00:00+00:00,2010-05-09T23:59:59+00:00
RP0ZKD,19,2010-05-01T00:00:00+00:00,2010-05-09T23:59:59+00:00
R66IOTA,19,2016-07-27T00:00:00+00:00,2016-07-31T23:59:59+00:00
UE70VSV,19,2008-01-15T00:00:00+00:00,2008-01-25T23:59:59+00:00
UE75OJ,19,2002-01-24T00:00:00+00:00,2002-02-14T23:59:59+00:00
UE9WML/0,19,1994-06-15T00:00:00+00:00,1994-06-16T23:59:59+00:00
UE9WTL/0,19,1994-06-15T00:00:00+00:00,1994-06-16T23:59:59+00:00
RD0C,19,2000-06-10T00:00:00+00:00,2010-01-20T23:59:59+00:00
RA/OG2K,19,2016-08-11T00:00:00+00:00,2016-08-24T23:59:59+00:00
UE3ATV/0,19,2005-04-15T00:00:00+00:00,2005-05-12T23:59:59+00:00
UE23RRC/P,19,2016-08-14T00:00:00+00:00,2016-08-18T23:59:59+00:00
R23RRC,19,2016-08-26T00:00:00+00:00,2016-08-29T23:59:59+00:00
RZ17NY,19,2016-12-25T00:00:00+00:00,2017-01-14T23:59:59+00:00
RZ17NY,19,2016-12-10T00:00:00+00:00,2016-12-11T23:59:59+00:00
RX17WG,19,2017-02-22T00:00:00+00:00,2017-02-27T23:59:59+00:00
R71RRC,19,2017-04-06T00:00:00+00:00,2017-04-20T23:59:59+00:00
RP72DG,19,2017-05-05T09:00:00+00:00,2017-05-09T14:00:59+00:00
RP72H,19,2017-05-05T09:00:00+00:00,2017-05-09T14:00:59+00:00
RP72SD,19,2017-05-05T09:00:00+00:00,2017-05-09T14:00:59+00:00
RP72V,19,2017-05-05T09:00:00+00:00,2017-05-09T14:00:59+00:00
R70LWA,19,2017-05-09T21:00:00+00:00,2017-05-31T23:59:59+00:00
R66IOTA,19,2017-07-25T00:00:00+00:00,2017-07-30T23:59:59+00:00
RY80SP,19,2017-06-06T00:00:00+00:00,2017-06-18T23:59:59+00:00
R0HQ,19,2017-07-08T00:00:00+00:00,2017-07-09T23:59:59+00:00
R17CWH,19,2017-07-22T00:00:00+00:00,2017-08-06T23:59:59+00:00
RX15RX,19,2017-07-18T00:00:00+00:00,2017-10-18T23:59:59+00:00
R24RRC,19,2017-07-15T00:00:00+00:00,2017-07-19T23:59:59+00:00
R24RRC,19,2017-07-31T00:00:00+00:00,2017-08-03T23:59:59+00:00
RI0IOZ,19,1995-10-05T00:00:00+00:00,1995-10-06T23:59:59+00:00
RJ0J,19,1997-08-09T00:00:00+00:00,1997-08-10T23:59:59+00:00
RM0M,19,1996-07-11T00:00:00+00:00,1996-07-15T23:59:59+00:00
RM0F,19,1999-03-27T00:00:00+00:00,2000-03-19T23:59:59+00:00
RM0I,19,2000-07-07T00:00:00+00:00,2000-07-10T23:59:59+00:00
RN0F,19,1994-05-28T00:00:00+00:00,1994-05-29T23:59:59+00:00
R20DFO,19,2017-09-13T00:00:00+00:00,2017-09-17T23:59:59+00:00
RC20CD,19,2017-09-13T00:00:00+00:00,2017-09-17T23:59:59+00:00
UB5O/0,19,2017-09-30T00:00:00+00:00,2017-09-30T23:59:59+00:00
RO19WF,19,2017-10-14T00:00:00+00:00,2017-10-22T23:59:59+00:00
RD17CW,19,2017-07-22T00:00:00+00:00,2017-08-05T23:59:59+00:00
RD17CW,19,2017-10-16T00:00:00+00:00,2017-10-22T23:59:59+00:00
RW9OWM/0,19,1994-08-06T00:00:00+00:00,1994-08-28T23:59:59+00:00
UE18Z,19,2017-12-30T00:00:00+00:00,2018-01-08T23:59:59+00:00
RP73DG,19,2018-05-05T00:00:00+00:00,2018-05-09T23:59:59+00:00
RP73SD,19,2018-05-05T00:00:00+00:00,2018-05-09T23:59:59+00:00
RP73V,19,2018-05-05T00:00:00+00:00,2018-05-09T23:59:59+00:00
RT6A/0,19,2011-08-15T00:00:00+00:00,2011-08-21T23:59:59+00:00
RT65KI,19,2018-08-19T00:00:00+00:00,2018-08-25T23:59:59+00:00
RC/N6TCZ,19,2017-08-19T00:00:00+00:00,2017-08-19T23:59:59+00:00
RC/N6TCZ,19,2017-08-23T00:00:00+00:00,2017-08-23T23:59:59+00:00
RA/IK7YTT,19,2017-01-20T00:00:00+00:00,2017-01-21T23:59:59+00:00
RA/IK7YTT,19,2018-01-20T00:00:00+00:00,2018-01-23T23:59:59+00:00
RA/IK7YTT,19,2019-01-05T00:00:00+00:00,2019-01-07T23:59:59+00:00
RA/OK1DWF,19,2019-03-17T00:00:00+00:00,2019-03-17T23:59:59+00:00
RP74DG,19,2019-05-03T00:00:00+00:00,2019-05-09T20:59:59+00:00
RP74SD,19,2019-05-03T00:00:00+00:00,2019-05-09T20:59:59+00:00
RP74V,19,2019-05-03T00:00:00+00:00,2019-05-09T20:59:59+00:00
RM0M,19,2000-04-14T00:00:00+00:00,2000-04-17T23:59:59+00:00
RM0M,19,2000-08-12T00:00:00+00:00,2000-08-16T23:59:59+00:00
R26RRC,19,2019-06-01T00:00:00+00:00,2019-06-08T23:59:59+00:00
R205NEW,19,2019-06-15T00:00:00+00:00,2019-06-19T23:59:59+00:00
